78,183,4,2018-12-18 06:46:21,66,81,single and curvy and endemic and spry
168,119,2,2016-10-23 21:47:11,33,17,ordinary and hypothetical and grateful and half
102,144,3,1991-06-06 12:47:32,86,39,unsustainable and underprivileged and forgetful and master
64,148,4,1976-06-26 19:35:01,72,65,forged and bossy and frank and stereophonic
93,108,2,1987-02-05 03:22:44,10,35,decreasing and simplified and total and inspiring
169,6,5,1990-06-23 23:41:04,25,40,panicky and overcrowded and undesirable and disproved
116,168,1,1989-05-24 14:11:23,39,23,waterproof and stable and inane and long-winded
66,85,4,2008-03-07 04:06:34,55,17,abhorrent and reddish and inaccurate and subliminal
136,156,5,2000-01-09 03:32:47,13,29,revamped and chubby and nauseating and unabashed
56,125,1,2007-12-24 19:02:03,90,28,bedazzling and psychedelic and unsolicited and indicative
32,141,2,2017-06-11 10:07:17,19,40,filtered and legal and vibrating and endearing
156,85,3,2008-09-04 21:35:50,33,76,heinous and random and splintered and marbled
80,68,3,1986-08-06 14:13:09,76,34,street and outer and presentable and mangy
136,57,3,1979-09-19 21:36:34,93,55,connective and inconsequential and prevalent and classified
52,98,4,1998-01-13 05:39:40,57,94,gargantuan and elusive and biting and grown-up
104,76,2,2004-02-19 02:57:58,65,99,pleased and enthralled and substitute and enchanted
174,109,4,2010-01-13 21:44:14,6,16,bewildering and forthright and unmanly and astronomical
171,188,4,1991-05-15 13:55:52,93,6,erratic and decrepit and militaristic and bewildering
86,196,2,1997-01-15 12:58:32,59,60,costly and secretive and exposed and revolting
119,139,4,1975-07-29 15:07:48,96,89,dusty and undefeated and spry and crowded
152,197,3,1980-02-02 01:56:45,74,90,loutish and irreparable and occupational and caustic
188,31,1,1988-12-13 11:13:55,26,49,tempted and five and newest and overpriced
152,29,1,2015-04-04 12:11:43,34,3,bewildered and well-lit and skimpy and last
84,187,3,2002-08-17 08:38:59,32,54,tenth and oblique and trusting and irreverent
32,189,5,1984-09-23 04:18:46,97,69,weak-willed and unassertive and needy and polluted
195,199,3,2015-01-26 18:52:43,56,69,an and oversensitive and geriatric and sensational
130,197,3,2020-03-03 20:09:06,54,45,reasonable and divine and inhuman and stiff
137,65,4,1970-11-07 22:56:41,48,18,momentary and symbiotic and exploited and opaque
113,119,2,2013-12-17 15:59:08,35,92,collegial and unbreakable and incandescent and impatient
62,199,5,1996-01-01 17:09:17,27,91,upsetting and meteoric and southern and repentant
89,27,3,2020-08-05 22:30:46,8,56,slushy and controversial and straight and thirsty
107,7,4,1990-04-22 05:40:46,33,79,acid and fumbling and helpless and modest
181,0,1,1996-12-15 23:57:34,17,92,unwary and down and needy and well-mannered
83,65,5,2010-02-15 05:53:53,32,33,chattering and myopic and flying and matchless
52,175,2,1977-04-22 03:18:37,99,89,mighty and mischievous and smashing and boorish
186,160,4,2012-10-29 10:06:48,81,38,enhanced and inflated and key and indispensable
48,114,2,2009-02-15 05:29:08,55,68,detestable and sacred and legislative and sugary
121,61,5,1971-05-22 19:47:41,64,99,juicy and enduring and thorough and intricate
139,85,3,2014-11-12 08:55:30,70,28,repulsive and small and eye-popping and fishy
52,89,1,2021-04-20 15:45:22,78,39,erroneous and gloomy and rousing and coordinated
22,108,4,1975-08-05 11:53:50,97,1,quarrelsome and innumerable and conspicuous and grotesque
101,105,5,2003-12-20 19:42:14,77,39,noncommittal and unchanging and impressive and perfumed
81,133,4,1989-10-03 20:18:11,74,30,inflammatory and pushy and chanting and urgent
159,109,4,1980-01-01 13:15:33,47,86,unwritten and balding and dreadful and delicate
33,170,3,1974-08-11 01:31:10,23,33,soothed and improbable and the and unaggressive
29,143,5,2017-10-11 20:11:55,48,42,decent and blurry and teensy and laborious
94,196,2,1983-04-11 13:01:17,84,25,undaunted and communist and insatiable and steel
129,76,5,2009-12-15 17:52:26,5,96,dilapidated and telekinetic and laborious and ridiculous
149,84,3,2013-04-10 20:09:45,36,81,loquacious and appalling and temperamental and paranormal
30,87,3,1994-10-09 13:31:54,16,43,imperative and human and moaning and misleading
64,95,1,2011-06-03 10:25:37,80,82,enthralled and free and drunk and mindful
31,111,1,1992-01-25 13:25:53,67,4,saddened and oblivious and snug and concise
13,61,3,2006-03-27 04:30:19,43,64,painstaking and grumpy and unpalatable and respective
174,110,1,2001-04-02 08:32:45,28,3,rhythmic and unique and nine and obsessive
45,128,4,2013-08-22 13:07:15,3,22,trusty and potential and swaying and acrobatic
144,49,5,1984-12-06 11:50:25,32,60,high and unsettled and scathing and left-handed
86,176,3,2010-07-19 12:51:27,92,66,abhorrent and disobedient and hot-shot and painful
41,133,2,1979-05-27 04:30:24,92,41,unceremonious and lowly and scenic and modern
97,180,1,1979-01-08 15:28:15,73,74,slight and utopian and unashamed and sedate
103,192,3,1987-03-14 06:40:42,78,8,coincidental and take-charge and piercing and reckless
41,2,4,1974-03-12 14:46:26,72,51,express and springy and iron and bleached
122,82,2,1975-06-04 18:44:15,25,89,ineffective and feeling and ruthless and steady
32,163,5,2011-03-19 08:55:32,38,37,squalid and dressy and deliberate and absorbing
39,17,4,2021-09-16 05:25:53,29,9,exhaustive and urgent and groomed and paternal
121,171,1,1984-03-06 04:01:26,20,78,tan and nonverbal and relative and watertight
128,11,1,2018-07-07 02:46:11,9,46,euphoric and numbing and direful and hypersensitive
149,87,5,2011-06-13 20:01:26,66,10,younger and brown and chemical and leather
99,125,2,2018-04-17 10:59:09,92,99,innocuous and outer and discussable and ineffectual
96,103,1,2007-12-02 01:04:54,39,35,decorative and favorite and spellbinding and near
126,99,1,1985-12-23 03:57:31,51,57,mystical and much and early and sacrificial
183,53,5,1995-02-18 04:07:52,81,19,fulfilled and exhausted and lofty and overcautious
71,83,5,1977-11-22 17:39:08,17,16,foul-smelling and thematic and congenial and salt
119,107,2,2013-07-01 03:03:52,93,90,eligible and pregnant and unmanly and undistinguished
147,113,3,1993-07-21 23:13:47,1,58,airline and equitable and observant and telekinetic
158,124,4,2008-12-07 19:29:11,53,65,enticing and callous and daffy and impassioned
172,3,3,2007-01-09 11:42:17,62,11,languid and indecipherable and scant and wry
172,148,4,2016-10-20 19:18:10,80,4,substitute and gruff and undeserved and thrilling
58,59,1,2014-04-22 12:43:14,51,50,intrepid and unfamiliar and exploited and pregnant
110,12,2,2016-03-10 03:04:27,87,78,legal and well-known and melodic and hideous
119,175,1,2004-05-19 12:18:36,31,4,fortunate and honest and plush and sacred
87,118,2,1999-04-03 21:51:24,66,65,sickening and clamoring and textural and driven
141,178,3,1972-12-01 05:20:42,43,99,addictive and peerless and violet and scrabbled
136,185,5,2001-04-23 07:20:57,32,14,beefy and imperialistic and unnerved and compound
122,36,2,1972-05-26 05:48:11,12,50,roaring and immovable and cosmetic and lacy
23,48,4,1983-12-13 18:55:41,53,93,unconstitutional and unscheduled and inappropriate and former
183,178,2,2008-04-23 10:27:07,23,26,thunderous and lost and wanting and controllable
147,157,2,1987-01-04 03:30:07,26,33,fragmented and dignified and disheartened and opulent
72,85,4,1988-04-01 21:36:27,10,1,tempestuous and six and unruffled and superlative
147,47,5,1984-06-18 01:51:55,88,81,wood and uncharted and her and rakish
13,59,5,1995-11-27 19:41:36,15,90,unsociable and medical and work and catastrophic
183,21,5,1997-10-24 06:52:59,79,44,sensuous and awkward and rustling and defenseless
11,95,3,1983-12-15 11:16:58,14,23,curative and magnetic and pitch-perfect and interactive
88,37,5,2020-04-20 02:01:56,49,27,unreachable and cheerful and bellowing and pious
13,38,5,1995-05-22 07:35:07,81,63,mangy and acrimonious and rebellious and obnoxious
135,78,4,1985-04-05 02:20:47,45,100,exquisite and facetious and lively and antsy
186,47,1,2017-09-14 05:49:08,66,58,accepting and high-pitched and portly and gaping
106,31,4,2019-02-12 01:10:04,95,25,preventative and bite-sized and repugnant and wooden
129,68,2,2007-01-14 20:41:24,29,59,wanton and elderly and multicultural and snooty
51,68,2,1971-03-07 12:23:12,40,44,cackling and convenient and pneumatic and banging
89,189,4,2000-04-29 07:57:15,29,94,radiant and tactical and mortified and revolutionary
11,174,5,1997-06-08 17:30:46,46,78,strenuous and whole and meaty and horrendous
5,187,1,2006-04-12 20:51:53,29,60,boundless and overqualified and faraway and sheer
107,37,1,1987-02-20 15:02:49,77,59,lengthy and her and unproductive and coolest
188,68,1,1975-08-23 01:28:02,78,80,rich and condescending and immeasurable and gurgling
61,51,4,1980-08-27 15:24:38,83,43,rapturous and befitting and dandy and contributive
148,84,3,2003-08-20 16:19:11,14,58,lined and disappointed and mind-bending and subject
185,93,2,2004-07-16 06:16:09,21,5,penetrable and distrustful and crusty and hoarse
67,55,5,1984-10-18 22:07:42,75,35,inquisitive and unendurable and carefree and ready
187,178,2,2007-12-19 10:09:13,21,96,pallid and incredible and nonconsecutive and quirky
65,36,2,2001-01-25 20:27:26,8,5,chuckling and corporate and unconstitutional and immense
44,10,5,1974-01-01 16:17:29,96,100,cruel and our and atypical and legislative
52,140,1,1973-08-10 04:59:08,100,9,inherent and period and reassured and brisk
171,141,3,1973-12-19 10:58:53,98,45,highest and impossible and postoperative and corresponding
134,24,2,1988-05-03 19:47:11,78,1,thievish and breakable and rainy and preferential
27,113,4,2000-06-04 05:16:30,29,43,unbridled and penetrating and unavailable and tyrannous
135,32,4,1971-10-13 13:51:07,28,9,unhappy and venerable and perplexing and horrifying
61,39,5,1981-07-19 23:07:52,53,58,superficial and maniacal and unadvised and bearable
127,1,1,2015-05-03 01:56:05,12,49,derivative and husky and prototypical and decent
151,199,3,1990-08-05 04:48:27,10,46,giant and blasphemous and deluded and plaid
172,38,5,1986-07-03 14:46:05,88,96,trendy and disliked and unpardonable and phobic
46,30,5,1997-02-08 06:49:34,31,100,criminal and inequitable and astronomical and permissible
30,105,2,1970-10-12 11:51:48,8,47,immortal and upbeat and finicky and unprovoked
46,28,2,1984-11-13 03:31:40,78,71,nominal and vigorous and dysfunctional and small-time
27,58,1,2016-11-10 16:18:42,97,2,clumsy and sheltered and fastidious and tuneful
161,65,5,2017-04-15 09:08:12,91,28,affected and divergent and poisonous and lumpy
42,150,2,2003-01-04 08:30:06,61,63,standoffish and principled and cohesive and tangible
158,43,4,1991-05-09 09:22:34,36,23,presentable and unthinkable and fetid and insipid
135,161,1,1996-11-01 12:27:27,30,44,null and vile and adrenalized and inherent
86,151,5,1975-02-09 15:45:45,74,62,lenient and eternal and mild and scholastic
106,50,5,2006-05-25 12:39:45,36,25,adrenalized and testy and prize and boring
187,93,1,2013-09-21 23:53:24,38,1,extendable and numberless and convincing and resilient
67,46,4,1984-01-17 01:03:39,85,30,slothful and disabled and natural and untamable
180,164,5,2004-02-16 06:51:56,76,24,exuberant and municipal and ten and prize
22,153,3,2009-11-03 02:18:17,47,19,well-maintained and intangible and original and recurrent
67,29,4,1994-06-10 14:12:16,55,5,lovable and another and downhearted and bawling
169,47,4,2021-09-20 06:03:22,32,69,grouchy and forensic and faithful and symbolic
147,149,2,2004-02-15 19:03:39,58,81,motherly and stately and memorable and unfathomable
14,78,3,2018-05-19 15:24:57,41,64,imposing and disgusting and startled and pertinent
97,121,1,1989-02-15 23:19:09,62,23,external and pitiful and hygienic and precise
94,22,5,2014-02-20 21:43:29,26,23,majestic and fragmented and enumerable and open
139,70,2,1972-08-04 01:27:51,3,73,undemocratic and infamous and muggy and detectable
10,110,2,2012-03-23 18:09:35,100,9,whispering and expiring and certain and seething
102,114,2,2002-11-22 13:29:32,63,85,disapproving and learnable and dressy and classic
124,88,1,1987-04-07 12:22:49,20,95,ill-equipped and uncluttered and cheap and hopeless
71,50,2,1977-12-08 22:07:48,35,12,residential and gigantic and optimal and pressing
193,196,5,2020-02-24 23:07:59,29,78,powerful and nebulous and rampageous and close
80,25,3,2005-10-23 17:31:50,56,94,insufficient and internal and incorrigible and tamed
5,30,4,2001-12-14 10:33:09,48,93,serial and warlike and loquacious and belligerent
98,76,1,2013-09-18 15:27:34,74,69,fabled and parasitic and private and impulsive
8,61,4,1979-02-04 15:48:13,31,61,stark and satisfactory and obsolete and invited
100,4,5,1984-07-28 01:19:38,39,90,poorer and rational and touched and bleary-eyed
124,195,2,1975-11-09 18:43:21,55,68,uncritical and vanishing and its and accompanying
125,68,2,2008-01-18 07:11:54,78,100,padded and semiofficial and fathomless and enforceable
145,22,3,2014-11-28 23:38:27,82,95,disinterested and adjoining and inhospitable and loose
66,180,1,1995-01-19 10:24:07,91,19,allowable and camouflaged and atrocious and respective
18,61,1,2009-12-08 18:49:51,73,12,uncaring and deranged and legendary and uncovered
91,66,4,1992-04-10 01:45:48,72,82,autonomous and salvageable and unenforceable and strident
49,157,5,1970-09-03 12:48:22,32,31,adventurous and smartest and harmonious and fawning
16,116,5,2011-12-24 23:42:25,23,19,programmable and ridiculous and crashing and well-conceived
4,107,2,1998-04-25 15:47:24,10,67,rhythmic and repressive and nonexclusive and immediate
101,50,5,1987-03-24 11:37:42,79,88,mournful and tattered and unequaled and unfocused
134,80,5,2014-04-12 22:22:34,58,23,truthful and honorable and collegial and average
12,3,3,1989-02-08 15:18:12,45,75,purple and shivery and unsure and troubled
122,147,4,2009-02-17 13:51:45,34,19,warmest and farsighted and well-equipped and cancerous
172,192,5,1973-04-24 05:54:13,56,28,unappreciative and symmetrical and punishable and unadventurous
19,177,5,2020-01-18 03:32:25,71,91,corrupt and silver-tongued and squirming and intrusive
25,189,4,1991-03-09 23:58:55,87,44,waste and fastidious and excellent and astonishing
17,104,1,1987-05-23 08:45:38,39,68,suggestive and meticulous and translucent and disorganized
22,177,5,1973-03-13 03:04:06,84,38,falsified and tarnished and kindhearted and longer
20,7,5,1985-03-19 15:37:38,4,59,sluggish and imperceptible and exposed and pushy
10,156,5,1979-06-29 13:31:56,60,66,controllable and warring and longing and broken
192,116,3,2003-06-04 09:04:30,84,40,remarkable and opinionated and unhelpful and indecent
72,144,1,1998-09-20 12:56:27,49,65,uncovered and unaccompanied and elevated and muted
71,99,3,2015-09-01 10:39:30,28,34,unappreciative and rightful and microwaveable and insufferable
141,53,4,1978-04-26 14:52:44,76,57,rustling and nine and avoidable and convoluted
158,78,2,2003-03-27 07:53:37,81,62,implosive and comforted and mistrusting and sloped
190,8,5,2006-11-28 11:19:54,94,26,attainable and lamentable and nonviolent and soggy
144,55,5,2012-03-22 13:37:42,14,87,vague and venturesome and sad and intermediate
143,147,2,2007-07-17 13:19:23,78,80,work-oriented and roguish and ordinary and heartbreaking
72,183,2,1977-10-22 16:24:30,34,94,unbearable and plane and pert and whole
71,20,2,1986-11-16 06:11:48,84,67,ten and unattainable and classy and alterable
158,72,1,2015-12-10 18:16:52,38,11,unadventurous and radioactive and approaching and female
121,91,3,1984-12-04 22:21:46,41,57,unmerciful and grown-up and flexible and spurious
50,66,5,1996-02-23 07:36:12,28,8,stanch and hurried and bold and flying
80,27,3,2008-12-13 01:57:42,80,81,entranced and available and impure and suffering
90,84,1,1985-12-29 09:30:35,11,70,fifth and explainable and threatened and scared
100,133,1,2004-02-11 10:56:48,16,33,stubby and libelous and biblical and stubby
97,145,2,2014-02-08 01:04:39,54,86,provisional and automatic and isolated and unsuspected
126,37,5,2007-03-01 13:39:20,34,23,motivating and regular and moved and secondary
1,199,3,2014-01-05 04:31:22,100,7,tolerant and preeminent and favorite and well-built
13,7,2,2021-03-04 22:01:12,40,66,celebrated and indifferent and pushy and needless
61,80,5,1983-03-12 17:25:43,74,63,moody and sleek and gleaming and sonic
84,180,1,1982-10-29 14:46:50,70,87,gnarly and minimal and stunned and sea
33,68,3,1984-05-16 03:33:29,64,57,mutinous and industrious and resilient and loathsome
34,181,1,2003-04-22 03:53:14,63,98,disruptive and aerial and affectionate and optimal
78,178,3,1984-06-18 03:31:31,97,54,mistrustful and atomic and brief and bantering
131,94,3,1984-12-19 16:25:59,60,53,incongruent and premeditated and condescending and despicable
126,33,1,1974-02-07 09:12:12,36,14,nightmarish and coordinated and sweet and unspeakable
84,161,3,1996-05-01 16:02:16,91,23,unceasing and prohibitive and theoretical and icky
7,3,1,1980-06-16 11:42:29,51,94,patched and backhanded and different and fried
21,48,1,1970-09-01 05:09:32,38,46,obedient and enchanted and unambiguous and demure
109,62,4,1976-07-17 08:12:17,81,96,sensual and bronze and fictitious and catatonic
198,171,3,1991-08-05 10:17:32,11,8,southeasterly and reversible and cute and unwitting
196,193,4,2008-05-06 02:41:02,16,49,painful and splendid and spoken and endangered
145,85,3,2017-04-21 02:28:53,50,93,unromantic and prompt and recognized and enlightened
74,62,2,2012-12-07 07:09:16,19,100,deserted and underprivileged and disadvantaged and acoustic
43,16,1,2008-05-09 18:13:41,66,22,dissonant and catastrophic and stifled and sensuous
53,157,5,2004-06-05 19:16:28,4,26,well-to-do and helpless and alone and fatigued
184,103,1,2000-11-28 18:44:44,86,39,representative and torturous and querulous and touching
30,110,3,1975-03-14 12:23:32,97,72,inadvisable and painstaking and mortal and crushed
53,131,1,2014-03-04 05:34:23,69,87,discouraging and semiofficial and inalienable and proportional
138,25,4,2019-10-22 08:49:54,2,59,garish and seductive and groaning and inexhaustible
79,43,3,2009-11-25 05:53:34,84,11,man-made and illegal and placid and escalating
46,79,5,1997-12-22 10:05:53,40,48,lanky and cynical and nerve-racking and abiding
141,145,5,1999-10-23 07:30:35,4,77,tremendous and disobedient and popular and well-off
63,166,2,2012-01-10 21:14:04,10,76,candid and fuzzy and low-maintenance and regular
74,24,5,1985-11-06 22:03:15,71,16,predominant and communal and scorching and sober
192,145,5,1975-02-19 09:55:16,100,70,rechargeable and undiscovered and embattled and uncomplaining
50,163,2,1996-04-01 12:16:52,76,43,bronze and impersonal and chunky and unemployed
60,81,2,1970-07-08 03:36:32,64,73,explicit and high-functioning and odd-looking and phenomenal
186,144,4,1974-07-12 08:50:55,62,6,wavering and reported and tenderhearted and dizzy
194,45,1,1998-09-12 15:40:46,48,76,voiceless and treasured and adjacent and touching
197,11,5,2019-07-02 01:36:47,90,76,disgusting and combative and admirable and injured
90,118,1,1988-11-18 07:28:43,35,54,limping and bald and computer and neutral
0,29,1,2020-12-02 09:36:51,48,91,ruthless and sweet and frilly and bitter
4,35,5,1995-09-27 08:34:40,28,11,starving and impatient and contractual and surmountable
183,8,5,1972-05-15 18:34:43,65,37,illusive and sympathetic and philanthropic and unendurable
127,47,4,1996-11-04 23:03:06,88,13,numbing and remote and shabby and bookish
51,173,4,1983-08-24 23:19:15,96,19,unilateral and reverential and incomplete and pedestrian
28,167,5,1988-06-13 17:04:48,23,62,upmost and curative and sizable and unreasonable
15,72,2,1988-09-08 18:45:24,64,20,avenging and warmest and animated and prefabricated
165,95,3,2011-04-23 13:55:39,8,31,multipurpose and sacred and rested and miserly
126,129,2,1984-06-08 11:02:04,23,83,male and crowded and feathery and demented
47,25,5,1972-01-24 18:44:44,72,23,indecipherable and formative and separate and far
135,5,3,2008-04-24 07:57:21,93,4,enhanced and prodigious and salty and decreasing
194,62,5,2021-08-04 13:58:58,21,23,brooding and witty and living and formal
148,3,3,1994-07-24 03:38:43,84,89,genial and inflatable and distinctive and unbreakable
126,157,4,1993-10-14 12:22:19,15,32,contradictory and exceptional and militaristic and implosive
9,8,3,1989-08-06 23:25:38,83,45,psychiatric and flammable and worth and compulsory
127,102,4,1978-12-08 02:33:41,39,24,hormonal and restrained and antagonistic and ubiquitous
169,99,3,1986-01-07 10:56:55,78,24,stackable and dependable and unjust and perceptual
56,168,2,1976-04-17 23:39:01,33,6,unconcerned and disapproving and thrashed and monetary
197,43,5,2012-10-20 10:45:33,63,6,unsociable and exasperating and written and all-too-common
189,88,1,1986-02-24 15:10:28,15,25,adult and catastrophic and illegal and gushing
33,6,4,1973-08-13 21:14:10,13,94,rustic and rancorous and timeless and unfeeling
184,31,4,2015-08-16 19:16:21,87,53,dangerous and splendid and unscholarly and patterned
65,74,5,1986-03-24 15:55:52,59,73,putrid and snarling and seditious and yearning
109,172,2,1996-06-20 13:01:09,44,42,hollow and aggravated and house and hostile
174,141,3,1986-07-03 21:16:19,90,61,corporate and undifferentiated and challenged and well-used
175,127,4,2019-05-28 11:27:13,67,46,regrettable and enjoyable and seasonable and telekinetic
198,124,5,1985-06-15 15:22:36,20,49,patriotic and proximal and truculent and glib
199,101,2,1978-10-26 03:15:58,82,23,phosphorescent and brooding and discouraging and resourceful
99,133,2,2017-06-13 13:18:19,77,30,sure and surprising and cowering and groggy
191,155,5,1983-12-25 23:21:35,66,80,detectable and predominant and lofty and momentous
126,6,1,1984-05-26 05:16:38,59,30,hard-to-find and lascivious and provoking and unjustifiable
155,159,2,2018-10-16 08:17:37,99,69,reckless and well-honed and accompanying and other
40,67,3,2008-07-25 19:53:17,54,45,muffled and dizzy and anticipated and unmodified
22,180,2,1990-05-20 05:59:11,32,15,musty and attractive and improved and unfashionable
162,194,1,2016-07-21 13:22:44,63,88,odiferous and likeable and united and ill-fated
116,55,2,1994-01-26 01:27:41,92,79,underhanded and amiable and pleasant and smart
54,197,5,1987-06-15 23:17:52,25,82,complex and disappearing and enthusiastic and feckless
10,17,2,1985-03-25 11:21:59,42,49,civilized and older and unconvinced and well-prepared
76,100,5,2014-07-06 11:16:53,99,83,contentious and colossal and pleased and impish
17,162,2,1985-02-27 11:15:29,77,20,dripping and pneumatic and subliminal and outer
180,160,1,1977-02-28 21:05:14,67,7,menial and thirsty and precise and ponderous
38,114,1,1989-10-19 20:17:04,68,74,wakeful and curvy and tireless and encrusted
136,186,4,1972-06-13 07:20:47,68,19,cutting and glossy and reputed and dissimilar
103,156,5,2011-03-12 07:10:41,50,18,ravishing and unseemly and clashing and flashy
103,86,4,1996-05-09 22:25:55,69,13,logarithmic and incontrovertible and low-carb and residual
33,47,3,1995-12-17 02:22:29,3,67,moist and promising and ludicrous and ponderous
56,17,4,2020-07-08 01:53:34,92,18,rich and gaping and stable and minimal
192,166,4,2012-09-26 09:58:25,18,18,paternal and sincere and flabby and dissuasive
49,3,3,1983-05-28 10:58:34,81,4,serviceable and oceanic and frigid and democratic
54,39,1,1974-08-23 23:57:22,27,44,practical and problematic and brassy and formal
80,92,2,2006-04-13 17:12:06,23,69,short-tempered and gangly and scholarly and reddish
50,146,2,2010-04-17 04:17:13,46,88,jumbled and animated and unblinking and angered
45,40,5,1971-05-05 05:56:11,27,58,unheated and moronic and coveted and rigid
29,98,3,1988-04-27 10:04:09,87,23,cosmic and rambling and drivable and rambunctious
121,161,2,2003-03-09 04:23:43,46,79,reverential and glorious and noisy and overactive
86,159,5,1974-04-01 10:59:10,25,84,surrealistic and random and measurable and economical
156,86,4,2013-05-12 15:38:15,15,77,loutish and physical and abnormal and obtainable
81,174,5,1990-03-19 13:24:23,27,49,afraid and harmonious and spotty and unimpeded
87,124,4,2003-07-02 10:20:03,38,2,stony and exalted and wide-ranging and nine
16,76,4,2004-07-23 01:37:12,43,28,enjoyable and pardonable and heartbroken and inarguable
146,66,2,1988-05-04 18:33:15,8,88,unstated and strange and excellent and raspy
166,58,2,1970-12-20 14:04:49,54,31,sarcastic and background and sumptuous and viral
65,91,1,1972-05-02 21:55:43,15,69,irrelevant and unconquerable and same and self-effacing
115,96,1,1979-10-01 11:05:36,12,67,congressional and permissible and caring and medical
39,81,2,2006-07-19 02:20:07,32,64,implosive and aggressive and indefensible and snappish
140,155,3,1972-06-28 04:16:20,40,96,flowering and high-maintenance and quizzical and irrational
155,163,3,1991-11-29 15:59:17,46,79,quality and mere and compelling and representative
28,137,5,1991-04-12 11:35:36,12,43,magical and volcanic and skeptical and arguable
36,23,5,1977-06-15 10:03:54,48,40,theatrical and inconvenient and unintelligent and unripe
110,65,3,2020-02-15 19:26:10,12,1,cuddly and cleared and snoring and reassuring
61,8,2,2019-07-15 22:12:01,85,20,famous and immaculate and rude and moronic
74,83,4,1972-10-22 15:53:22,74,26,scathing and weak-willed and unnatural and lily-livered
97,149,2,1994-10-21 02:01:17,11,40,miserable and tireless and giddy and vocational
186,54,2,2020-12-16 05:16:48,82,13,uneducated and uncharted and gaunt and marginal
59,138,1,2017-10-10 08:54:19,17,89,exacting and sore and understood and disorganized
58,148,2,1987-10-21 07:48:39,56,74,militaristic and deceptive and grinding and observant
0,91,1,2011-11-06 14:42:34,8,13,skilled and unhandsome and vile and sacred
98,139,3,2020-04-17 17:31:12,76,12,available and moronic and shiny and legal
125,154,2,2005-10-05 04:44:40,52,71,subtitled and chunky and estranged and reasonable
82,178,1,1984-11-13 06:27:04,31,6,solitary and calming and undated and unrecognized
74,197,2,1970-06-16 21:40:54,66,80,mean and circumstantial and tedious and high
67,77,2,1993-03-12 20:43:27,78,65,what and disappointing and manic and undisputed
0,108,1,1984-09-26 14:34:41,51,75,deceptive and greedy and caged and mission
21,198,2,1979-10-26 11:32:43,56,65,inaccessible and luscious and oversensitive and well-groomed
127,41,1,1986-04-13 22:44:17,77,81,demure and envious and maiden and shadowy
160,182,5,2007-12-01 23:06:11,76,30,powdery and exhilarating and trenchant and antagonistic
